id,app_name,package_name,title,body,label,notification_type,template_group,clarity,reason_code,android_category,is_ongoing,rule_score,rule_level,forced,model_eligible,source,dataset_version
V02_TRAIN_302,카카오톡,synthetic.kr.kakaotalk,보안 알림,새로운 기기에서 공유 계정 정보 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_303,카카오톡,synthetic.kr.kakaotalk,(광고) 오늘의 혜택,"이모티콘 할인 이벤트, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_304,카카오톡,synthetic.kr.kakaotalk,업데이트 완료,주간 대화 요약 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_305,SmartThings,synthetic.kr.smartthings,SmartThings,현관문 센서 처리가 정상적으로 완료되지 않았습니다.,1,exception,eligible_promote_0_0,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_306,SmartThings,synthetic.kr.smartthings,현관문 센서 안내,현관문 센서 처리 중 문제가 발생했습니다.,1,exception,eligible_promote_0_1,CLEAR,concrete_failure_or_exception,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_307,SmartThings,synthetic.kr.smartthings,SmartThings,보안 모드 일정: 기존 시간이 취소되고 새 시간이 등록되었습니다.,1,schedule_change,eligible_promote_schedule_3,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_308,SmartThings,synthetic.kr.smartthings,보안 모드 일정 안내,보안 모드 일정: 예정보다 2시간 앞당겨졌습니다.,1,schedule_change,eligible_promote_schedule_4,CLEAR,meaningful_schedule_change,msg,false,30,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_309,SmartThings,synthetic.kr.smartthings,SmartThings,확인이 필요합니다: 가족 구성원 권한,1,action_required,eligible_promote_2_0,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_310,SmartThings,synthetic.kr.smartthings,가족 구성원 권한 안내,가족 구성원 권한 관련 확인이 필요합니다.,1,action_required,eligible_promote_2_1,CLEAR,concrete_user_confirmation,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_311,SmartThings,synthetic.kr.smartthings,SmartThings,주간 에너지 요약: 이번 주 요약이 도착했습니다.,0,summary,eligible_keep_0_0,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_312,SmartThings,synthetic.kr.smartthings,주간 에너지 요약 안내,주간 에너지 요약 세부 내용을 확인해주세요.,0,summary,eligible_keep_0_1,CLEAR,informational_summary,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_313,SmartThings,synthetic.kr.smartthings,SmartThings,자동화 실행 일정 공개 시간이 정해졌습니다.,0,optional_schedule,eligible_keep_schedule_3,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_314,SmartThings,synthetic.kr.smartthings,자동화 실행 일정 안내,자동화 실행 일정 관련 알림이 곧 시작됩니다.,0,optional_schedule,eligible_keep_schedule_4,CLEAR,optional_timed_content,reminder,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_315,SmartThings,synthetic.kr.smartthings,SmartThings,스마트홈 이용 설문 참여 요청이 도착했습니다.,0,optional_survey,eligible_keep_2_0,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_316,SmartThings,synthetic.kr.smartthings,스마트홈 이용 설문 안내,스마트홈 이용 설문 관련 의견을 남겨주세요.,0,optional_survey,eligible_keep_2_1,CLEAR,optional_participation_request,msg,false,25,REVIEW,false,true,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_317,SmartThings,synthetic.kr.smartthings,긴급 확인,현관문 센서 문제로 오늘까지 처리가 필요합니다. 즉시 확인해주세요.,1,urgent_action,clear_important_0,CLEAR,urgent_and_action_required,alarm,false,45,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_318,SmartThings,synthetic.kr.smartthings,보안 알림,새로운 기기에서 가족 구성원 권한 변경이 감지되었습니다.,1,security_change,clear_important_1,CLEAR,explicit_security_change,msg,false,50,IMPORTANT,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_319,SmartThings,synthetic.kr.smartthings,(광고) 오늘의 혜택,"스마트 기기 제휴 할인, 오늘만 확인하세요. 수신거부는 설정에서 가능합니다.",0,promotion,clear_general_0,CLEAR,explicit_promotion,promo,false,-15,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
V02_TRAIN_320,SmartThings,synthetic.kr.smartthings,업데이트 완료,주간 에너지 요약 업데이트가 완료되었습니다. 별도 작업은 필요하지 않습니다.,0,passive_update,clear_general_1,CLEAR,no_action_status,status,false,-10,GENERAL,false,false,SYNTHETIC_REVIEWED,0.2
